SHA256,SIZE,MARKET,PERMISSIONS_LIST,api_DEVICEID,api_EXEC,api_CIPHER,api_SMSMANAGER,api_DYN_LOAD,int_BOOT,LABEL
97D969F33434A7D6844B9BDF2876976ACEFCF8A02949E064D957C310C7BCFAED,10207632,play.google.com,android.permission.ACCESS_NETWORK_STATE|android.permission.FOREGROUND_SERVICE|android.permission.INTERNET|android.permission.READ_EXTERNAL_STORAGE|android.permission.WAKE_LOCK|com.android.vending.BILLING|com.google.android.c2dm.permission.RECEIVE|com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE|com.google.android.gms.permission.AD_ID|com.xlingenieria.unifilar.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION|com.xlingenieria.unifilar.permission.C2D_MESSAGE,1,0,1,1,1,0,0
8B15DE62682A849D24090A88931598DF976016ABE2E294CE9C6BE6D0EE179B70,36157653,play.google.com,android.permission.ACCESS_NETWORK_STATE|android.permission.ACCESS_WIFI_STATE|android.permission.DOWNLOAD_WITHOUT_NOTIFICATION|android.permission.INTERNET|android.permission.READ_EXTERNAL_STORAGE|android.permission.RECEIVE_BOOT_COMPLETED|android.permission.USE_BIOMETRIC|android.permission.USE_FINGERPRINT|android.permission.VIBRATE|android.permission.WAKE_LOCK|android.permission.WRITE_EXTERNAL_STORAGE|com.android.vending.CHECK_LICENSE|com.fingerprints.service.ACCESS_FINGERPRINT_MANAGER|com.google.android.c2dm.permission.RECEIVE|com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE|com.samsung.android.providers.context.permission.WRITE_USE_APP_FEATURE_SURVEY,1,0,1,0,1,1,0
C9BE9C8478D9D4E3036D0E3A34A8D8798D0F98C0FC1308D18214D1FA1C993CAB,50717899,play.google.com,android.permission.ACCESS_COARSE_LOCATION|android.permission.ACCESS_FINE_LOCATION|android.permission.ACCESS_NETWORK_STATE|android.permission.ACCESS_WIFI_STATE|android.permission.BIND_AUTOFILL_SERVICE|android.permission.CAMERA|android.permission.FOREGROUND_SERVICE|android.permission.INTERNET|android.permission.READ_CALENDAR|android.permission.READ_EXTERNAL_STORAGE|android.permission.RECEIVE_BOOT_COMPLETED|android.permission.USE_BIOMETRIC|android.permission.USE_FINGERPRINT|android.permission.VIBRATE|android.permission.WAKE_LOCK|android.permission.WRITE_CALENDAR|android.permission.WRITE_EXTERNAL_STORAGE|com.google.android.apps.photos.permission.GOOGLE_PHOTOS|com.google.android.c2dm.permission.RECEIVE|com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE|com.google.android.gms.permission.AD_ID,1,0,1,0,1,1,0
B28E17D734EB9A85C0FB10B1AC861531A330A1859FF9FEA57AEF0D06B25AA40C,24698198,play.google.com,android.permission.ACCESS_NETWORK_STATE|android.permission.ACCESS_NOTIFICATION_POLICY|android.permission.ACCESS_WIFI_STATE|android.permission.AUTHENTICATE_ACCOUNTS|android.permission.DISABLE_KEYGUARD|android.permission.FOREGROUND_SERVICE|android.permission.INTERNET|android.permission.KILL_BACKGROUND_PROCESSES|android.permission.READ_CALENDAR|android.permission.READ_EXTERNAL_STORAGE|android.permission.READ_SYNC_SETTINGS|android.permission.RECEIVE_BOOT_COMPLETED|android.permission.RECORD_AUDIO|android.permission.REQUEST_IGNORE_BATTERY_OPTIMIZATIONS|android.permission.SCHEDULE_EXACT_ALARM|android.permission.SET_ALARM|android.permission.SYSTEM_ALERT_WINDOW|android.permission.USE_FINGERPRINT|android.permission.USE_FULL_SCREEN_INTENT|android.permission.VIBRATE|android.permission.WAKE_LOCK|android.permission.WRITE_CALENDAR|android.permission.WRITE_EXTERNAL_STORAGE|android.permission.WRITE_SYNC_SETTINGS|com.android.vending.BILLING|com.google.android.c2dm.permission.RECEIVE|com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE|com.google.android.gms.permission.AD_ID|com.huawei.android.launcher.permission.CHANGE_BADGE,1,0,1,0,1,1,0
86D035B52CFC8792C97303B9834E9F462805CDE3DE5F5881D71A5B185941DE2F,56452041,play.google.com,android.permission.ACCESS_COARSE_LOCATION|android.permission.ACCESS_FINE_LOCATION|android.permission.ACCESS_NETWORK_STATE|android.permission.ACCESS_WIFI_STATE|android.permission.CAMERA|android.permission.INTERNET|android.permission.READ_EXTERNAL_STORAGE|android.permission.READ_LOGS|android.permission.READ_PHONE_STATE|android.permission.WAKE_LOCK|android.permission.WRITE_EXTERNAL_STORAGE|com.google.android.c2dm.permission.RECEIVE|com.google.android.providers.gsf.permission.READ_GSERVICES|com.sbtm.prod.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION|com.sbtm.prod.permission.MAPS_RECEIVE,1,0,1,0,1,0,0
61ADE3482B2EEEEE14C0C5C8BDDDA3BFA096FEFE30440BF1C6397E6316E7AE76,30784361,play.google.com,android.permission.ACCESS_COARSE_LOCATION|android.permission.ACCESS_FINE_LOCATION|android.permission.ACCESS_NETWORK_STATE|android.permission.ACCESS_NOTIFICATION_POLICY|android.permission.ACCESS_WIFI_STATE|android.permission.BLUETOOTH|android.permission.CAMERA|android.permission.FLASHLIGHT|android.permission.INTERNAL_SYSTEM_WINDOW|android.permission.INTERNET|android.permission.READ_EXTERNAL_STORAGE|android.permission.SYSTEM_ALERT_WINDOW|android.permission.WRITE_EXTERNAL_STORAGE,1,0,1,0,1,0,0
900E93DCB390D855E13FC3998C0802D43A626CE7F58969E33B008CD20426BCAF,61400566,play.google.com,android.permission.ACCESS_BACKGROUND_LOCATION|android.permission.ACCESS_COARSE_LOCATION|android.permission.ACCESS_FINE_LOCATION|android.permission.ACCESS_LOCATION_EXTRA_COMMANDS|android.permission.ACCESS_NETWORK_STATE|android.permission.ACCESS_WIFI_STATE|android.permission.BROADCAST_PACKAGE_REMOVE|android.permission.CAMERA|android.permission.FOREGROUND_SERVICE|android.permission.INTERNET|android.permission.READ_EXTERNAL_STORAGE|android.permission.RECEIVE_BOOT_COMPLETED|android.permission.USE_BIOMETRIC|android.permission.USE_FINGERPRINT|android.permission.VIBRATE|android.permission.WAKE_LOCK|android.permission.WRITE_EXTERNAL_STORAGE|android.permission.WRITE_SETTINGS|com.google.android.c2dm.permission.RECEIVE|com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,1,0,1,0,1,1,0
F9C0608A283398CD3D00436C2C011B7039D8529CFB6EAC0B3776BE0EE44CBBB6,56104233,play.google.com,android.hardware.camera|android.hardware.camera.autofocus|android.permission.ACCESS_COARSE_LOCATION|android.permission.ACCESS_COARSE_UPDATES|android.permission.ACCESS_NETWORK_STATE|android.permission.ACCESS_WIFI_STATE|android.permission.BIND_WALLPAPER|android.permission.CALL_PHONE|android.permission.CAMERA|android.permission.CHANGE_NETWORK_STATE|android.permission.FLASHLIGHT|android.permission.FOREGROUND_SERVICE|android.permission.INTERNET|android.permission.NFC|android.permission.READ_APP_BADGE|android.permission.READ_EXTERNAL_STORAGE|android.permission.READ_PHONE_STATE|android.permission.SET_WALLPAPER|android.permission.USE_BIOMETRIC|android.permission.USE_FINGERPRINT|android.permission.VIBRATE|android.permission.WAKE_LOCK|android.permission.WRITE_EXTERNAL_STORAGE|com.anddoes.launcher.permission.UPDATE_COUNT|com.htc.launcher.permission.READ_SETTINGS|com.htc.launcher.permission.UPDATE_SHORTCUT|com.huawei.android.launcher.permission.CHANGE_BADGE|com.huawei.android.launcher.permission.READ_SETTINGS|com.huawei.android.launcher.permission.WRITE_SETTINGS|com.huawei.launcher2.permission.READ_SETTINGS|com.huawei.launcher3.permission.READ_SETTINGS|com.huawei.launcher3.permission.WRITE_SETTINGS|com.majeur.launcher.permission.UPDATE_BADGE|com.oppo.launcher.permission.READ_SETTINGS|com.oppo.launcher.permission.WRITE_SETTINGS|com.sec.android.provider.badge.permission.READ|com.sec.android.provider.badge.permission.WRITE|com.sonyericsson.home.permission.BROADCAST_BADGE|com.sonymobile.home.permission.PROVIDER_INSERT_BADGE|me.everything.badger.permission.BADGE_COUNT_READ|me.everything.badger.permission.BADGE_COUNT_WRITE,0,0,0,0,1,0,0
2A618C7F59E74C5D908EDE33506B9418B3E0C34DCCD4B8A9C363D70E49E94600,39572228,play.google.com,android.permission.ACCESS_COARSE_LOCATION|android.permission.ACCESS_FINE_LOCATION|android.permission.ACCESS_NETWORK_STATE|android.permission.ACCESS_WIFI_STATE|android.permission.BLUETOOTH|android.permission.BLUETOOTH_ADMIN|android.permission.BLUETOOTH_CONNECT|android.permission.BLUETOOTH_SCAN|android.permission.INTERNET|android.permission.MOUNT_UNMOUNT_FILESYSTEMS|android.permission.NFC|android.permission.READ_APP_BADGE|android.permission.READ_CALENDAR|android.permission.READ_PHONE_STATE|android.permission.RECEIVE_BOOT_COMPLETED|android.permission.RECORD_AUDIO|android.permission.SCHEDULE_EXACT_ALARM|android.permission.SYSTEM_ALERT_WINDOW|android.permission.SYSTEM_OVERLAY_WINDOW|android.permission.VIBRATE|android.permission.WAKE_LOCK|android.permission.WRITE_CALENDAR|com.anddoes.launcher.permission.UPDATE_COUNT|com.google.android.c2dm.permission.RECEIVE|com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE|com.htc.launcher.permission.READ_SETTINGS|com.htc.launcher.permission.UPDATE_SHORTCUT|com.huawei.android.launcher.permission.CHANGE_BADGE|com.huawei.android.launcher.permission.READ_SETTINGS|com.huawei.android.launcher.permission.WRITE_SETTINGS|com.majeur.launcher.permission.UPDATE_BADGE|com.oppo.launcher.permission.READ_SETTINGS|com.oppo.launcher.permission.WRITE_SETTINGS|com.sec.android.provider.badge.permission.READ|com.sec.android.provider.badge.permission.WRITE|com.sonyericsson.home.permission.BROADCAST_BADGE|com.sonymobile.home.permission.PROVIDER_INSERT_BADGE|me.everything.badger.permission.BADGE_COUNT_READ|me.everything.badger.permission.BADGE_COUNT_WRITE,1,0,1,0,1,1,0
E41BA0D818556B47A6535006B01C8142670BD85B7FEC3BAF5561437AC6B6C632,32222778,play.google.com,android.permission.ACCESS_NETWORK_STATE|android.permission.ACCESS_WIFI_STATE|android.permission.INTERNET|android.permission.READ_PHONE_STATE,1,0,1,0,1,0,0
6A41E736ED3BC93AE2A3D6E840BC42892E2937144115C93000753980939C2D24,107252415,play.google.com,android.permission.ACCESS_BACKGROUND_LOCATION|android.permission.ACCESS_COARSE_LOCATION|android.permission.ACCESS_FINE_LOCATION|android.permission.ACCESS_NETWORK_STATE|android.permission.ACCESS_WIFI_STATE|android.permission.AUTHENTICATE_ACCOUNTS|android.permission.BLUETOOTH|android.permission.BLUETOOTH_ADMIN|android.permission.BLUETOOTH_CONNECT|android.permission.BLUETOOTH_SCAN|android.permission.CALL_PHONE|android.permission.CAMERA|android.permission.CHANGE_WIFI_STATE|android.permission.FOREGROUND_SERVICE|android.permission.GET_ACCOUNTS|android.permission.INTERNET|android.permission.MANAGE_ACCOUNTS|android.permission.MODIFY_AUDIO_SETTINGS|android.permission.PACKAGE_USAGE_STATS|android.permission.READ_CONTACTS|android.permission.READ_EXTERNAL_STORAGE|android.permission.READ_PHONE_STATE|android.permission.READ_SYNC_SETTINGS|android.permission.RECEIVE_BOOT_COMPLETED|android.permission.RECORD_AUDIO|android.permission.REQUEST_IGNORE_BATTERY_OPTIMIZATIONS|android.permission.SCHEDULE_EXACT_ALARM|android.permission.SYSTEM_ALERT_WINDOW|android.permission.USE_BIOMETRIC|android.permission.USE_CREDENTIALS|android.permission.USE_FINGERPRINT|android.permission.USE_FULL_SCREEN_INTENT|android.permission.VIBRATE|android.permission.WAKE_LOCK|android.permission.WRITE_EXTERNAL_STORAGE|android.permission.WRITE_SETTINGS|android.permission.WRITE_SYNC_SETTINGS|com.google.android.c2dm.permission.RECEIVE|com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE|com.google.android.gms.permission.AD_ID|com.yandex.permission.AM_COMMUNICATION|com.yandex.permission.READ_CREDENTIALS.,1,0,1,0,1,1,0
827C61431532695DDCC77CD3DCB50C23896C0046222C7A308B61667C96CD7081,99411710,play.google.com,android.hardware.sensor.accelerometer|android.permission.ACCESS_COARSE_LOCATION|android.permission.ACCESS_FINE_LOCATION|android.permission.ACCESS_LOCATION_EXTRA_COMMANDS|android.permission.ACCESS_NETWORK_STATE|android.permission.ACCESS_WIFI_STATE|android.permission.BLUETOOTH|android.permission.CALL_PHONE|android.permission.CAMERA|android.permission.CHANGE_NETWORK_STATE|android.permission.CHANGE_WIFI_STATE|android.permission.FLASHLIGHT|android.permission.FOREGROUND_SERVICE|android.permission.GET_TASKS|android.permission.INTERNET|android.permission.MODIFY_AUDIO_SETTINGS|android.permission.POST_NOTIFICATIONS|android.permission.READ_CALENDAR|android.permission.READ_CONTACTS|android.permission.READ_EXTERNAL_STORAGE|android.permission.READ_MEDIA_AUDIO|android.permission.READ_MEDIA_IMAGES|android.permission.READ_MEDIA_VIDEO|android.permission.READ_PHONE_STATE|android.permission.READ_SETTINGS|android.permission.RECORD_AUDIO|android.permission.REORDER_TASKS|android.permission.SYSTEM_ALERT_WINDOW|android.permission.USE_BIOMETRIC|android.permission.USE_FINGERPRINT|android.permission.VIBRATE|android.permission.WAKE_LOCK|android.permission.WRITE_CALENDAR|android.permission.WRITE_EXTERNAL_STORAGE|android.permission.WRITE_SETTINGS|android.permission.ZTE_HEARTYSERVICE_MANAGEMENT|com.google.android.gms.permission.AD_ID|com.google.android.providers.gsf.permission.READ_GSERVICES|com.wlb.android.permission.MAPS_RECEIVE,1,0,1,0,1,0,0
934A8C3C209664E572B2F1A9812A98348FFA4E5590CC3907919FD6FE1B6B1BD6,26785611,play.google.com,android.permission.ACCESS_NETWORK_STATE|android.permission.DOWNLOAD_WITHOUT_NOTIFICATION|android.permission.FOREGROUND_SERVICE|android.permission.INTERNET|android.permission.READ_PHONE_STATE|android.permission.RECEIVE_BOOT_COMPLETED|android.permission.WAKE_LOCK|android.permission.WRITE_EXTERNAL_STORAGE|com.google.android.c2dm.permission.RECEIVE|com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,1,0,1,0,1,1,0
BDAAC060AC0349038964E910D2EB619C2F46A7527D31EF15838C75D0A05D8DB2,148681851,play.google.com,android.permission.ACCESS_COARSE_LOCATION|android.permission.ACCESS_FINE_LOCATION|android.permission.ACCESS_NETWORK_STATE|android.permission.ACCESS_WIFI_STATE|android.permission.CALL_PHONE|android.permission.CAMERA|android.permission.CHANGE_WIFI_STATE|android.permission.FLASHLIGHT|android.permission.FOREGROUND_SERVICE|android.permission.INTERACT_ACROSS_USERS|android.permission.INTERNET|android.permission.READ_EXTERNAL_STORAGE|android.permission.READ_PHONE_STATE|android.permission.RECEIVE_BOOT_COMPLETED|android.permission.REQUEST_IGNORE_BATTERY_OPTIMIZATIONS|android.permission.USE_FINGERPRINT|android.permission.VIBRATE|android.permission.WAKE_LOCK|android.permission.WRITE_EXTERNAL_STORAGE|com.google.android.c2dm.permission.RECEIVE|com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,1,0,1,0,1,1,0
8385F8156636A7CC143377A57C19B852FF3D52926EAEE661C28AD6F336FC4F4B,66837167,play.google.com,android.permission.ACCESS_NETWORK_STATE|android.permission.ACCESS_WIFI_STATE|android.permission.FOREGROUND_SERVICE|android.permission.INTERNET|android.permission.POST_NOTIFICATIONS|android.permission.READ_EXTERNAL_STORAGE|android.permission.RECEIVE_BOOT_COMPLETED|android.permission.WAKE_LOCK|android.permission.WRITE_EXTERNAL_STORAGE|com.android.vending.BILLING|com.android.vending.CHECK_LICENSE|com.applovin.array.apphub.permission.BIND_APPHUB_SERVICE|com.google.android.c2dm.permission.RECEIVE|com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE|com.google.android.gms.permission.AD_ID|com.rexetstudio.blockstrike.permission.C2D_MESSAGE,1,0,1,0,1,1,0
A714B8E177460E3F376335D23BCEE4B4D63968B21605A3952CB9C8DC6C7FF0EF,28022095,play.google.com,android.permission.ACCESS_NETWORK_STATE|android.permission.ACCESS_WIFI_STATE|android.permission.CAMERA|android.permission.GET_TASKS|android.permission.INTERNET|android.permission.READ_EXTERNAL_STORAGE|android.permission.READ_PHONE_NUMBERS|android.permission.READ_PHONE_STATE|android.permission.REQUEST_IGNORE_BATTERY_OPTIMIZATIONS|android.permission.USE_BIOMETRIC|android.permission.USE_FINGERPRINT|android.permission.WAKE_LOCK|android.permission.WRITE_EXTERNAL_STORAGE|com.google.android.c2dm.permission.RECEIVE|com.samsung.android.camera.iris.permission.USE_IRIS|com.samsung.android.pass.permissions.MANAGE_PASS_SERVICE|com.samsung.android.pass.permissions.USE_FINGERPRINT|com.samsung.android.pass.permissions.USE_PASS_SERVICE|com.samsung.android.providers.context.permission.WRITE_USE_APP_FEATURE_SURVEY|com.sec.android.fido.uaf.asm.permissions.FIDO_UAF_ASM|org.fidoalliance.uaf.permissions.FIDO_CLIENT|org.kftc.fido.lnk.lnk_app.permission.C2D_MESSAGE,1,0,1,0,1,0,0
DD698005C21D63FA7BE1C49D5289484D8CF0BB41149C852FF4110CFF8DBF8B62,44727646,play.google.com,android.permission.ACCESS_NETWORK_STATE|android.permission.INTERNET|android.permission.READ_EXTERNAL_STORAGE|android.permission.WAKE_LOCK|android.permission.WRITE_EXTERNAL_STORAGE|com.google.android.c2dm.permission.RECEIVE|com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,1,0,1,0,1,0,0
52EEA3486EAD6959395244021D5FD1497B803BA8625B66BF7613C831F7C259A8,6839162,play.google.com,android.permission.ACCESS_NETWORK_STATE|android.permission.FOREGROUND_SERVICE|android.permission.INTERNET|android.permission.VIBRATE|android.permission.WAKE_LOCK|com.bibliaquadrangular.android.permission.C2D_MESSAGE|com.google.android.c2dm.permission.RECEIVE|com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,1,0,1,1,1,0,0
7048DC99B2B057DAFA2751476045F1774A2F186B5334A2C94A7C6A352B2C6300,33370146,play.google.com,android.permission.ACCESS_COARSE_LOCATION|android.permission.ACCESS_FINE_LOCATION|android.permission.ACCESS_NETWORK_STATE|android.permission.BLUETOOTH|android.permission.BLUETOOTH_ADMIN|android.permission.BLUETOOTH_ADVERTISE|android.permission.BLUETOOTH_CONNECT|android.permission.BLUETOOTH_SCAN|android.permission.FOREGROUND_SERVICE|android.permission.INTERNET|android.permission.READ_EXTERNAL_STORAGE|com.vogels.pi.MotionMountUno.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1,0,1,0,1,0,0
